,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
4112,1954.07.01.R,1954,Invalid,CROATIA,,Pula,,,Human remains found in shark,,"C. Moore, GSAF",jul
4114,1954.06.27,1954,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,M,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,"Morning Bulletin (Rockhampton), 6/30/1954 ",jun
4115,1954.06.00,1954,Unprovoked,HONG KONG,,,Bathing alongside ship,M,"FATAL, thigh bitten ",Y,"V.M. Coppleson (1958), p.260",jun
4116,1954.05.26.R,1954,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,"FATAL, decapitated ",Y,"South Pacific Post, 5/26/1954",may
4117,1954.05.00,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,Near Madang Town,,,Foot severed,N,"V.M. Coppleson (1962), p.248",may
4118,1954.04.08,1954,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing from shore,M,"Body recovered, mutilated by shark/s",Y,"The Honolulu Advertiser, 4/8/1954; Honoulu Star Bulletin 4/8/1954; J. Borg, p.73; L. Taylor (1993), pp.100-101",apr
4119,1954.04.00,1954,Provoked,SUDAN?,Red Sea,Southern part ,Spearfishing,M,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",N,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.165",apr
4120,1954.02.27,1954,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,"FATAL, right thigh bitten ",Y,"V.M. Coppleson (1958), pp.84 & 236",feb
4121,1954.01.30,1954,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,Abrasions to arm,N,"Sun-Herald, 1/31/1954",jan
4122,1954.01.22.b,1954,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,Severe laceration to arm,N,"Cairns Post, 1/25/1954",jan
4123,1954.01.22.a,1954,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,"Arm & left calf bitten, right leg lacerated",N,"V.M. Coppleson (1958), p.257; Garrick & L. Schultz in Sharks & Survival, p.13; M. McDiarmid, p.64",jan
4124,1954.01.15,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,Back & thighs lacerated,N,"Cairns Post, 1/21/1954",jan
4132,1953.12.30,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,Left calf lacerated,N,"Natal Mercury, 12/31/1953",dec
4133,1953.12.22,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,Lacerations to arm,N,H. Monson,dec
4134,1953.12.13,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,Bruised shoulder chest & foot,N,"V.M. Coppleson (1958), pp.95 & 240",dec
4135,1953.12.00,1953,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Surf skiing,M,"No Injury, shark charged surfski",N," V.M. Coppleson (1958), p.42",dec
4136,1953.10.00,1953,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",,M,"Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT",N,"V.M. Coppleson (1958), p.172",oct
4137,1953.09.27,1953,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,FATAL,Y,"Palm Beach Post, 9/28/1953",sep
4138,1953.09.20.R,1953,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Scuba diving,M,No injury,N,"Oakland Tribune, 9/20/1953",sep
4139,1953.09.18,1953,Sea Disaster,USA,Georgia,200 miles east of Savannah,Aircaft exploded,M,Hand bitten,N,New York Times ,sep
4140,1953.09.03.R,1953,Unprovoked,USA,New York,Rockaway Beach,Surf fishing,M,Laceration to right lower leg,N,"The Dispatch, 9/3/1953",sep
4141,1953.09.02,1953,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,Leg & foot bitten,N,"Honolulu Star Bulletin, 9/2/1953; G.H. Balazs; J. Borg, p.73; L. Taylor (1993), pp.100-101",sep
4142,1953.08.00,1953,Invalid,MEXICO,Guerrero,Acapulco,Free diving,M,No injury,N,H.D. Baldridge (1994) SAF Case #679,aug
4143,1953.07.31,1953,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,FATAL,Y,"V.M. Coppleson (1958), p.262; J.M. Alatorre",jul
4144,1953.07.26,1953,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,"FATAL, thigh bitten",Y,"V.M. Coppleson (1958), p.260; L. Taylor (1993), pp.100-101",jul
4145,1953.07.16,1953,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,M,Arm bitten by hooked shark PROVOKED INCIDENT,N,"L.A. Times, 7/17/1953 ",jul
4146,1953.07.15,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,Lower left leg severely bitten,N,"R.F. Hutton; T. Helm, p. 231 ",jul
4147,1953.07.11,1953,Sea Disaster,PACIFIC OCEAN,330 to 350 miles east of Wake Island,,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew,,Recuers fought sharks for the bodies,N,"Guam Daily News, 7/16/195; V.M. Coppleson, p.21",jul
4148,1953.07.09,1953,Boat,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,M,Burns drowned as result of attack on boat,N,"R. Collier, pp.169-170;Bigelow & Schroeder;  Day & Fisher, pp. 295-296",jul
4149,1953.07.04,1953,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",N,"Honolulu Advertiser, July 5, 1953 edtion; V.M. Coppleson (1958), p.260; J. Borg, p. 2;  L. Taylor (1993), pp.100-101",jul
4150,1953.07.00,1953,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,Retrieving bait box that had fallen overboard,M,Hand severely bitten,N,"V.M. Coppleson (1958), p.263;  LA. Times, 6/9/1954;  Gorgas Hospital Record #667474",jul
4151,1953.06.00,1953,Provoked,AUSTRALIA,Queensland,,Landing hooked shark in boat,M,Right forearm & hand bitten PROVOKED INCIDENT,N,"V.M. Coppleson (1958), p.179",jun
4152,1953.04.07,1953,Boat,AUSTRALIA,New South Wales,1.5 miles off shore,,,"No injury to occupant. As engine started, shark hit boat, breaking one of boats ribs in 3 places & stoving in 2 planks",N," V.M. Coppleson (1958), p.183",apr
4153,1953.04.04,1953,Unprovoked,USA,Texas,South Padre Island,Swimming,F,Lacerations to right foot,N,"Valley Morning Star, 4/5/1953",apr
4154,1953.04.00.b,1953,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",,M,Arm severed,N,B. Coad,apr
4155,1953.04.00.a,1953,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,M,Right forearm severed at the elbow,N,B. Coad,apr
4156,1953.03.22,1953,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",Spearfishing,M,Arm lacerated,N,"V.M. Coppleson (1958), pp.166-167",mar
4157,1953.03.19.R,1953,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,Abrasion,N,"The Advertiser, 3/19/1953",mar
4158,1953.03.00.c,1953,Sea Disaster,INDIAN OCEAN,,Between Straits of Malacca and Sri Lanka,Adrift on a 4'  raft for 32 days,,Sharks attacked raft & consumed the body of Ericsson after he died,Y,E. Tiira,mar
4159,1953.03.00.a,1953,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,M,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,"A.M. Rapson, p.148; V.M. Coppleson (1962), p.254",mar
4160,1953.02.18,1953,Provoked,USA,Hawaii,"Barbers Point, O'ahu",Bitten while cutting shark from net,M,Hand bitten  PROVOKED INCIDENT  ,N,"V.M. Coppleson (1958), p.260; G.H. Balazs; J. Borg, p.72; L. Taylor (1993), pp.100-101",feb
4161,1953.02.15,1953,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,"Shark tore off face mask, divers face, nose & chin lacerated",N,"Spearfishing News, April 1953, p.5; J. Oetzel in Skin Diver Magazine, March 1965, p.17; V.M. Coppleson (1958), p.33",feb
4162,1953.02.00,1953,Unprovoked,AUSTRALIA,,,Spearfishing,M,Foot bitten,N,J. Oetzel,feb
4163,1953.01.20,1953,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,Finger bitten by hooked shark PROVOKED INCIDENT,N,"The Advertiser, 1/23/1953",jan
4164,1953.01.08,1953,Boat,AUSTRALIA,Tasmania,Wynyard,Fishing,,"No injury to occupant, shark charged boat",N,"C. Black, GSAF",jan
4168,1952.12.24,1952,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",Lying prone on surfboard,M,"No injury, board bumped by shark",N,"V.M. Coppleson (1962), frontspiece",dec
4169,1952.12.21,1952,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,Bitten on thigh and buttocks,N,"V.M. Coppleson (1958), p.178; V.M. Coppleson (1962), p.245",dec
4170,1952.12.14,1952,Invalid,GUATEMALA,,,Air Disaster,F,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,Y,"The Frederick Post (Maryland), 12/17/1952, p.1",dec
4171,1952.08.04,1952,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,Bitten by hooked shark                      PROVOKED INCIDENT,N," C. Moore, GSAF",aug
4172,1952.08.03,1952,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,"Honolulu Advertiser, 12/4/1952; G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.100-101;",aug
4173,1952.12.07,1952,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,"FATAL, leg lacerated  ",Y,"R. L. Bolin, D. Miller & R. Collier, R. Skocik, p.174;V.M. Coppleson (1958), pp.156 & 254; R. Collier, pp.10-13",dec
4174,1952.12.03,1952,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,"FATAL, left arm severed below the elbow ",Y," Honolulu Advertiser, 12/4/1952; V.M. Coppleson (1958), p.260; J. Borg, p.74; Webster, p.31;  L. Taylor (1993), pp.100-101",dec
4175,1952.10.12,1952,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,Right thigh bitten ,N,"A. Bleakley; A.M. Rapson, p.148",oct
4176,1952.08.06,1952,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelsons Rock,,M,"Possibly drowned, remains found days later in sharks gut",Y,"Daily Dispatch; M. Levine, GSAF",aug
4177,1952.08.05,1952,Provoked,ITALY,Teramo,Giulianova,Fishing,,Multiple injuries PROVOKED INCIDENT,Y,"C. Moore, GSAF",aug
4178,1952.07.27.d,1952,Boat,USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,"Evening Sun (Baltimore), 7/28/1952",jul
4179,1952.07.27.c,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,Finger bitten by hooked shark PROVOKED INCIDENT,N,"News and Courier, 7/28/1952",jul
4180,1952.07.27.b,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,Thumb bitten by hooked shark PROVOKED INCIDENT,N,"News and Courier, 7/28/1952",jul
4181,1952.07.27.a,1952,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",Boat exploded,M,FATAL & some of the survivors were bitten by sharks  ,Y,R. Collier,jul
4182,1952.07.13,1952,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,"L.A. Times, 7/14/1952 ",jul
4183,1952.07.05,1952,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,Leg lacerated & bone fractured ,N,"V.M. Coppleson (1958), p.265; J. Randall in Sharks and Survival, p.346",jul
4184,1952.05.27,1952,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,Foot & swimfin bitten,N,"R. Collier, pp.8-9",may
4185,1952.05.07.R,1952,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",M,Lacerations to 2 fingers & knuckles abraded,N,"T. Peake, GSAF; West Australian, 5/7/1952",may
4186,1952.05.00,1952,Unprovoked,INDIA,,Off Trivandrum (west coast),"Fishing, standing in water next to purse net",M,Lower leg lacerated,N,"F. Dennis, p.10",may
4187,1952.04.06,1952,Boat,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,No injury to fisherman Alf Dean & other occupants;,N,"Recorder (Port Pirie), 4/7/1952",apr
4188,1952.04.00,1952,Provoked,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,M,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,"H. Hass in We Come From the Sea, pp.42-46",apr
4189,1952.03.30,1952,Unprovoked,NETHERLANDS ANTILLES,Curacao,,Went to aid of child being menaced by the shark,M,"Buttock bitten, tissue removed",N,"J. Randall, p.352 in Sharks & Survival; H.D. Baldridge, p.172",mar
4190,1952.01.23,1952,Provoked,MAURITIUS,Port Louis Province,Port Louis,"Spearfishing, speared a small shark",M,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,"V.M. Coppleson (1958), p.262; V.M. Coppleson (1962), p.253",jan
4191,1952.01.07,1952,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,Bitten on left calf and ankle,N,"Canberra Times, 1/8/1952",jan
4197,1951.12.21,1951,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,"FATAL, right leg, thighs & hands bitten  ",Y,GSAF,dec
4198,1951.12.16,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,"V.M. Coppleson (1958), pp. 171-172",dec
4199,1951.12.06,1951,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,M,FATAL,Y,"V.M. Coppleson (1958), pp.79; A. Sharpe, p.85",dec
4200,1951.11.29,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,Thigh bruised & abraded,N,"G. Plowman, M. Levine, GSAF ",nov
4201,1951.11.28.b,1951,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,Lacerations to left hand,N,"Daily Gleaner, 11/29/1951, p. 1",nov
4202,1951.11.28.a,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,"Leg severed below knee, defense wounds on hand",N,"G. Plowman, M. Levine, GSAF",nov
4203,1951.11.23.R,1951,Unprovoked,PHILIPPINES,,,Shipwrecked; adrift on raft for 2 days & 2 nights,M,"FATAL, two men survived, one succumbed to shark bite & exhaustion",Y,"Fresno Bee Republican, 11/23/1951",nov
4204,1951.10.22,1951,Unprovoked,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,M,"FATAL, leg severed, shark dragged him through hole in protective net",Y,"V.M. Coppleson (1958), pp.90-91; A. Sharpe, pp.98-99; A. MacCormick, p.169",oct
4205,1951.10.05,1951,Invalid,NORTH ATLANTIC OCEAN,South Carolina,400 miles off the le,cargo ship Southern Isle sank at 04h00,,Sharks fed on bodies of the drowned,N,"J. Waters, U.S. Coast Guard; San Mateo Times, 10/5/1951",oct
4206,1951.09.29,1951,Unprovoked,ITALY,Salerno,Amalfi,Swimming,F,FATAL,Y,"C. Moore, GSAF; Courier-Mail, 11/3/1951",sep
4207,1951.09.03.R,1951,Unprovoked,ITALY,Salerno Province,Salerno,Fishing for squid,M,3 fingers severed when he used his hand as bait,N,"C. Moore, GSAF",sep
4208,1951.09.02-R,1951,Unprovoked,AUSTRALIA,Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38 Christine",M,"FATAL, abdominal wounds & right leg severed at the hip  ",Y,"J. Green, p.34; V.M. Coppleson (1958), pp. 91-92. Note: A. Sharpe, p.99-100, lists date as 9-4-1955 and the Christine as a 45' ketch",sep
4209,1951.08.17.b,1951,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,M,Injured but survived,N,A. De Maddalena,aug
4210,1951.08.17.a,1951,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,F,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,A De Maddalena,aug
4211,1951.08.16.R,1951,Unprovoked,ITALY,Taranto,Torre Colimena,Diving (Hookah),M,No injury,N,"C. Moore, GSAF",aug
4213,1951.07.19.R,1951,Unprovoked,USA,California,"Long Beach, Los Angeles County",,M,Severe laceration to foot,N,"Long Beach Independent, 7/19/1951, p.4A",jul
4214,1951.07.11,1951,Unprovoked,PACIFIC OCEAN,,In Los Angeles  Honolulu yacht race,Fell overboard,M,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,"Daily Review, 7/13/1951",jul
4215,1951.06.25,1951,Unprovoked,USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Swept out to sea while fishing,M,"FATAL, victim seen in shark's mouth",Y,"G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.100-101",jun
4216,1951.06.00,1951,Unprovoked,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,M,Right thumb bitten,N,D.M. Clark,jun
4217,1951.05.22,1951,Unprovoked,MEXICO,,,Free diving,M,Lower leg severely injured,N,"H.D.Baldridge (1994), SAF Case #1482",may
4218,1951.05.09.R,1951,Provoked,ITALY,Naples Province,"Torre del Greco, Naples",,,3 men knocked to ground by harpooned shark PROVOKED INCIDENT,N,"C. Moore, GSAF",may
4219,1951.03.26,1951,Provoked,AUSTRALIA,New South Wales,Avalon,Fell off surf ski,M,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,"Canberra Times, 1/27/1951",mar
4220,1951.03.24,1951,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Fishing, casting in the surf",M,Severe lacerations of chest & thigh,N,"LA Times, 3/25/1951 ",mar
4221,1951.03.15,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,Left foot lacerated,N,"M. Levine, GSAF",mar
4222,1951.02.19,1951,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. Johns,Body surfing,M,"Leg bitten, defense wounds on hands",N,"K. Huskisson, M. Levine, GSAF",feb
4223,1951.02.03,1951,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),M,Shark's fin caused abrasion on his chest,N,"G.P. Whitley (1951), p.194 cites Sunday Sun (Sydney) 2/4/1951; J. Green, p.34; V.M. Coppleson (1958), pp.167-168",feb
4224,1951.02.01,1951,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Swimming,M,Leg bitten,N,"G.P. Whitley (1951), p.194 cites Daily Mirror (Sydney); J. Green, p.34",feb
4225,1951.01.21,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",Swimming,M,"FATAL, right thigh bitten, leg severed at knee",Y,"D. Davies; M. Levine, GSAF  ",jan
4226,1951.01.03,1951,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,,M,Body found after a week in the water apparently bitten by shark/s,Y,"G.P. Whitley (1951), p.194, cites Sun (Sydney), 2/4/1951; SAF Case #617",jan
4228,1950.12.31,1950,Unprovoked,AUSTRALIA,Queensland,Kirra,Paddling a surfboat,M,"No injury, shark bit oar",N,"Examiner, 1/1/1951",dec
4229,1950.12.19.R,1950,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay,Swimming,,Legs nipped,N,"Canberra Times, 12/19/1950",dec
4230,1950.12.16,1950,Unprovoked,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,M,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,"R. A Smith; G.P. Whitley (1951), p.194, cites Sunday Herald (Sydney), 12/17/1950; V.M. Coppleson (1958), pp.94 & 239]",dec
4231,1950.11.29,1950,Provoked,AUSTRALIA,Northern Territory,Goulburn Island,Diving ,M,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,"Northern Standard, 12/1/1950",nov
4232,1950.11.25,1950,Unprovoked,AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",Body surfing,M,Part of buttocks & fingers severed,N,"G.P.Whitley (1951), p. 194, cites Sunday Herald (Sydney), 11/26/1950; V.M. Coppleson (1958), pp. 93-94 & 239",nov
4233,1950.11.12,1950,Boat,AUSTRALIA,Queensland,Yeppoon,Paddling a canoe,M,"No injury to occupants, shark holed canoet",N,"Sydney Morning Herald, 11/13/1950",nov
4234,1950.10.08,1950,Unprovoked,USA,California,"Imperial Beach, San Diego County",Body surfing / treading water,M,Right leg lacerated,N,"R. Collier, p 6-8, R. B. Campbell;  New York Times, 10/10/1960; Coppleson (1958), p.254; D. Miller & R. Collier",oct
4235,1950.10.04,1950,Unprovoked,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",Fishing,M,Lacerations to right thumb and knee,N,"Courier-Mail, 10/6/1950",oct
4236,1950.08.06,1950,Provoked,EL SALVADOR, La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,M,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,"Evening Sun (Baltimore), 8/11/1950; Long Beach Press-Telegram, 8/17/1950",aug
4237,1950.08.00,1950,Unprovoked,SAUDI ARABIA,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,Tissue stripped knee to foot,N,G.F. Mead,aug
