,Date,Year,Type,Country,Area,Location,Activity,Age,Injury,Fatal (Y/N),Female,Male
5026,Reported 24-Jan-1920,1920,Unprovoked,AUSTRALIA,Torres Strait,Arlington Reef,Free diving,0,FATAL,Y,0,1
5027,15-Jan-20,1920,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming ,12,Leg bitten. FATAL,Y,0,1
5028,1920s,1920,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,0,FATAL,Y,0,1
5029,1920,1920,Unprovoked,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",NO DATA,0,"""Recovered""",N,1,0
5030,1920,1920,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Splashing,12,Thigh & buttocks bitten. Not known if he survived.,N,0,1
5031,Reported 30-Dec-1919,1919,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,29,Lacerations to left leg,N,0,1
5032,07-Dec-19,1919,Unprovoked,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",Swimming,47,"FATAL, left leg & calf bitten, leg surgically amputated ",Y,0,1
5033,18-Nov-19,1919,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Sitting in a boat,0,Lacerations to buttocks,N,0,1
5034,12-Sep-19,1919,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,0,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y,0,1
5035,10-Aug-19,1919,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,0,Laceration to left thigh,N,0,1
5036,29-May-19,1919,Unprovoked,USA,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",0,Left foot bitten & abraded,N,0,1
5037,06-Apr-19,1919,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,0,FATAL,Y,0,1
5038,16-Mar-19,1919,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Cutter capsized,0,Shark involvement not confirmed,UNKNOWN,0,1
5039,17-Jan-19,1919,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,0,"Multiple injuries, left leg surgically amputated at knee",N,0,1
5040,15-Jan-19,1919,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,0,Leg bitten,N,1,0
5041,09-Jan-19,1919,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Wading,13,"FATAL, right thigh bitten ",Y,0,1
5042,05-Jan-19,1919,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Wading (shrimping),38,"FATAL, thigh bitten, leg amputated ",Y,0,1
5043,Reported to have taken place in 1919,1919,Boating,ITALY,NO DATA,Savona,Fishing,0,No injury,N,0,1
5044,1919,1919,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,0,Leg severed,N,1,0
5045,Nov-18,1918,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,0,FATAL,Y,0,1
5046,Nov-18,1918,Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,0,"FATAL, ""men snatched from rafts by sharks""   ",Y,0,1
5047,19-Sep-18,1918,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,22,FATAL,Y,0,1
5048,22-Mar-18,1918,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,0,"Severe laceration to arm, necessitating surgical amputation at the elbow",N,0,1
5049,1918,1918,Unprovoked,AUSTRALIA,Queensland,Near Cairns,Diving,0,Survived,N,0,1
5050,15-Dec-17,1917,Unprovoked,AUSTRALIA,Western Australia,Port Hedland,Swimming,0,Lacerations to left leg,N,0,1
5051,Nov-17,1917,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Wreck of the tug Magellan,0,FATAL,Y,0,1
5052,21-Sep-17,1917,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",0,Left knee lacerated,N,0,1
5053,09-Sep-17,1917,Provoked,USA,Hawaii,"Nanakuli, Oah’u",Stuffing a shark into an automobile,0,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N,0,1
5054,Sep-17,1917,Unprovoked,PANAMA,Colon,NO DATA,Swimming to shore from the Medic,0,FATAL,Y,0,1
5055,18-Jul-17,1917,Unprovoked,USA,Florida,Florida Keys ,Diving,0,FATAL,Y,0,1
5056,15-Jul-17,1917,Sea Disaster,IRELAND,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,0,"FATAL, only 1 survivor",Y,0,1
5057,03-Jun-17,1917,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,0,Right arm bitten,N,0,1
5058,31-May-17,1917,Unprovoked,PHILIPPINES,Luzon Island,Canacao Bay,Swimming,0,"FATAL, abdominal cavity removed ",Y,0,1
5059,Reported 05-May-1917,1917,Unprovoked,KUWAIT,NO DATA,NO DATA,Diving for pearls,0,Torso bitten,N,0,1
5060,1917,1917,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving for sponges,0,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N,0,1
5061,30-Dec-16,1916,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,25,Right calf bitten,N,0,1
5062,08-Dec-16,1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,41,"FATAL, right arm severed, chest punctured ",Y,0,1
5063,08-Dec-16,1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,0,Leg nipped by shark,N,1,0
5064,15-Nov-16,1916,Provoked,PANAMA,NO DATA,Panama Canal,NO DATA,0,"""Severely bitten""",N,0,1
5065,10-Nov-16,1916,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,0,FATAL,Y,0,1
5066,09-Nov-16,1916,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,27,FATAL,Y,0,1
5067,11-Oct-16,1916,Provoked,USA,Florida,"Sewell’s Point, near Palm Beach","Fishing, attempted to take a netted shark",0,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y,0,1
5068, 24-Aug-1916,1916,Unprovoked,USA,Louisiana,Grand Lake,Netting shrimp,0,Lower left leg severely bitten & became septic. Not known if he survived,N,0,1
5069,26-Jul-16,1916,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,0,Arm severely lacerated,N,0,1
5070,13-Jul-16,1916,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,0,"No attack,  no injury",N,1,0
5071,13-Jul-16,1916,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,0,Ankle bruised,N,0,1
5072,12-Jul-16,1916,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,12,"Lower left leg bitten, surgically amputated",N,0,1
5073,12-Jul-16,1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,24,"FATAL, thigh bitten ",Y,0,1
5074,12-Jul-16,1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,10,"FATAL, legs & torso bitten ",Y,0,1
5075,11-Jul-16,1916,Sea Disaster,BAHAMAS,NO DATA,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,0,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y,0,1
5076,08-Jul-16,1916,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,0,Survived,N,0,1
5077,07-Jul-16,1916,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,0,Right foot severed,N,0,1
5078,06-Jul-16,1916,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,0,FATAL,Y,0,1
5079,01-Jul-16,1916,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,24,"FATAL, left leg bitten",Y,0,1
5080,30-Jun-16,1916,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,0,Heel bitten,N,0,1
5081,Reported 24-Jun-1916,1916,Unprovoked,ATLANTIC OCEAN,NO DATA,NO DATA,Jumped overboard from Norwegian steamship Venator,0,Presumed FATAL,Y,0,1
5082,23-Jun-16,1916,Provoked,USA,Florida,NO DATA,NO DATA,26,Leg bitten by shark hooked shark PROVOKED INCIDENT,N,0,1
5083,Reported 25-Apr-1916,1916,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,0,FATAL,Y,0,1
5084,03-Apr-16,1916,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,17,FATAL,Y,0,1
5085,19-Mar-16,1916,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,0,Minor lacerations to heel,N,0,1
5086,Reported 09-Dec-1915,1915,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,0,"Arm severed, lacerations to thigh",N,0,1
5087,10-Nov-15,1915,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,10,Severe bite to arm,N,0,1
5088,08-Nov-14,1915,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,0,Severe lacerations to feet & ankles,N,0,1
5089,03-Aug-15,1915,Unprovoked,USA,Florida,"St. Augustine, St Johns County",NO DATA,0,Laceration to left leg,N,0,1
5090,Reported 06-Jul-1915,1915,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,0,FATAL,Y,0,1
5091,Reported 06-Jul-1915,1915,Unprovoked,MEXICO,NO DATA,Santa Maria Bar,Wading,0,FATAL,Y,0,1
5092,Reported 15-May-1915,1915,Invalid,EGYPT,NO DATA,Alexandria,Fell overboard,0,Shark involvement not confirmed,Y,0,1
5093,29-Mar-15,1915,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Skin diving for trepang but at surface next to the boat,0,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N,0,1
5094,06-Feb-15,1915,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,0,Foot bitten,N,0,1
5095,13-Jan-15,1915,Invalid,NEW ZEALAND,North Island,Otaki,Fishing,0,Death may have been due to drowning,Y,0,1
5096,01-Jan-15,1915,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,17,FATAL,Y,0,1
5097,Ca. 1915,1915,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",NO DATA,0,"Fatal, drowning or scavenging",UNKNOWN,0,1
5098,Reported 04-Dec-1914,1914,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,0,Lacerations to right thigh and knee,N,0,1
5099,17-Oct-14,1914,Sea Disaster,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Copra vessel with 19 on board was wrecked in a squall,0,Thigh bitten,N,1,0
5100,Reported 26-Sep-1914,1914,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Fell overboard,0,FATAL,Y,0,1
5101,09-Sep-14,1914,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,17,FATAL,Y,0,1
5102,Reported 15-Jul-1914,1914,Unprovoked,CROATIA,Zadar County,Biograd na moru,Washing clothes,0,"No injury, shark grabbed clothes",N,1,0
5103,Reported 09-Jul-1914,1914,Provoked,USA,Louisiana,New Orleans,Fishing,0,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,0,1
5104,07-Jul-14,1914,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,NO DATA,0,"No injury, shark nudged raft and circled for 2 hrs.",N,0,1
5105,13-Jun-14,1914,Boating,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing boat,0,"No injury, shark bit paddle and stern of boat",N,0,1
5106,10-Jun-14,1914,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,43,FATAL,Y,0,1
5107,31-May-14,1914,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming ashore from swamped 13-ft boat,0,FATAL x 2,Y,0,1
5108,14-May-14,1914,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,0,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,1,0
5109,Reported 14-Mar-1914,1914,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,0,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Y,0,1
5110,03-Mar-14,1914,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,0,FATAL,Y,0,1
5111,Reported 09-Feb-1914,1914,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Wading,0,Lacerations to foot,N,0,1
5112,  03-Feb-1914,1914,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,0,Lacerations to arms,N,0,1
5113,Reported 17-Jan-1914,1914,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,0,Laceration to leg,N,1,0
5114,1914,1914,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,NO DATA,0,No details,UNKNOWN,1,0
5115,Reported 30-Dec-1913,1913,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,0,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,0,0
5116,27-Nov-13,1913,Unprovoked,NIGERIA,Lagos ,Lagos,Boat swamped,0,FATAL,Y,0,1
5117,21-Nov-13,1913,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,12,Calf severely bitten;  leg surgically amputated,N,0,1
5118,21-Sep-13,1913,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",NO DATA,0,Major injuries but survived,N,0,1
5119,03-Sep-13,1913,Provoked,CROATIA,Istria County,Pula,NO DATA,0,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,0,1
5120,Reported 27-Aug-1913,1913,Invalid,USA,New Jersey,"Lavalette, Ocean County",NO DATA,0,Man's leg recovered from 800-lb shark,UNKNOWN,0,1
5121,Reported 27-Aug-1913,1913,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",NO DATA,0,Female foot recovered from shark,UNKNOWN,1,0
5122,26-Aug-13,1913,Invalid,ITALY,Trieste,NO DATA,NO DATA,0,Human casualties,Y,0,0
5123,12-Jul-13,1913,Unprovoked,USA,South Carolina,Charleston,NO DATA,0,FATAL,Y,0,1
5124,21-May-13,1913,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,0,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N,0,1
5125,02-May-13,1913,Provoked,AUSTRALIA,New South Wales,NO DATA,Hauling in net,0,Lacerations to thigh by netted shark PROVOKED INCIDENT,N,0,1
5126,27-Mar-13,1913,Unprovoked,SAMOA,Upolu Island,Apia Harbor,NO DATA,0,Leg severed,N,0,1
5127,Jan-13,1913,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,0,"Head, neck & left shoulder bitten",N,0,1
5128,1913,1913,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming after his hat,0,FATAL,Y,0,1
5129,1913,1913,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,0,FATAL,Y,0,1
5130,1913,1913,Unprovoked,AUSTRALIA,Victoria,Brighton,NO DATA,0,Arm severed,N,0,1
5131,30-Aug-12,1912,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,12,FATAL,Y,0,1
5132,23-Jul-12,1912,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,0,Toes severed,N,0,1
5133,Reported 06-Jul-1912,1912,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,0,FATAL,Y,0,1
5134,04-May-12,1912,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,NO DATA,0,FATAL,UNKNOWN,0,1
5135,18-Mar-12,1912,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,0,"""Slight laceration to leg""",N,0,1
5136,22-Feb-12,1912,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,0,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N,0,1
5137,19-Feb-12,1912,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,18,Left calf & heel bitten,N,0,1
5138,03-Feb-12,1912,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,0,Left shoulder & both legs bitten,N,0,1
5139,26-Jan-12,1912,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,21,FATAL,Y,0,1
5140,Reported 13-Jan-1912,1912,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,7,FATAL,Y,0,1
5141,06-Jan-12,1912,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,NO DATA,0,Thigh & lower abdomen severely bitten,N,0,1
5142,01-Jan-12,1912,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,0,FATAL,Y,0,1
5143,1912,1912,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,0,FATAL,Y,0,1
5144,08-Nov-11,1911,Invalid,USA,Florida,"Pensacola Bay, Escambia County",NO DATA,0,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Y,0,1
5145,26-Oct-11,1911,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,0,FATAL,Y,0,1
5146,25-Oct-11,1911,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,23,Calves bitten,N,0,1
5147,23-Sep-11,1911,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,0,FATAL,Y,0,1
5148,20-Sep-11,1911,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,0,FATAL,Y,0,1
5149,17-Sep-11,1911,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,0,Left arm & thigh bitten,N,0,1
5150,Reported 31-Jul-1911,1911,Unprovoked,SPAIN,Málaga ,Ceuta,Bathing,0,FATAL,Y,0,1
5151,Reported 16-Jul-1911,1911,Provoked,USA,Delaware,Delaware Lightship,Fishing,0,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N,0,1
5152,09-May-11,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,64,"FATAL, partial remains recovered",Y,0,1
5153,Reported 01-May-1911,1911,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,0,Bitten on left leg by hooked shark PROVOKED INCIDENT,N,0,1
5154,01-May-11,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,0,FATAL,Y,0,1
5155,Reported 08-Apr-1911,1911,Boating,NEW ZEALAND,Chatham Islands,NO DATA,Fishing,0,"No injury to occupants, shark bit boat",N,0,0
5156,Reported 29-Mar-1911,1911,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,0,FATAL,Y,0,1
5157,04-Jan-11,1911,Sea Disaster,AUSTRALIA,Western Australia,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,22,Minor injuries,N,0,1
5158,1911,1911,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,0,Minor injury to feet,N,0,1
5159,Ca. 1911,1911,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,50,FATAL,Y,0,1
5160,Reported 25-Dec-1910,1910,Invalid,CROATIA, Primorje-Gorski Kotar County,Rijeka,NO DATA,0,FATAL?,Y,0,1
5161,Reported 23-Dec-1910,1910,Sea Disaster,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,0,FATAL,Y,0,1
5162,28-Nov-10,1910,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,NO DATA,Fishing,0,Right hand severely bitten by netted shark PROVOKED INCIDENT,N,0,1
5163,24-Nov-10,1910,Unprovoked,AUSTRALIA,Queensland,Mackay,Bathing,0,Foot bitten,N,0,1
5164,Reported 25-Jun-1910,1910,Unprovoked,MEXICO,NO DATA,LaBarra,Swimming,0,Leg bitten,N,0,1
5165,Reported 08-Jun-1910,1910,Sea Disaster,MOZAMBIQUE,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",0,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y,0,0
5166,Reported 16-May-1910,1910,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",0,Presumed drowned & bodies taken by sharks,N,0,1
5167,31-Mar-10,1910,Unprovoked,PANAMA,Colón Province,Cristobal,Fell overboard from USS cruiser Tacoma,0,FATAL,Y,0,1
5168,08-Mar-10,1910,Unprovoked,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,0,Lacerations to foot,N,0,1
5169,Mar-10,1910,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",0,No injury,N,0,1
5170,  16-Feb-1910,1910,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surf bathing,0,"Shoulder, back & leg bitten",N,0,1
5171,26-Jan-10,1910,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,NO DATA,0,FATAL,Y,0,1
5172,1910,1910,Invalid,USA,Hawaii,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",0,"Body bitten by shark/s, but death may have been due to drowning",Y,0,1
5173,1910,1910,Unprovoked,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,0,"Calf removed, not known if he survived ",UNKNOWN,0,1
5174,Reported 26-Nov-1909,1909,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",NO DATA,0,Severe lacerations to arm,N,0,1
5175,Reported 15-Dec-1909,1909,Unprovoked,AUSTRALIA,New South Wales,20 miles off Sydney,Fell overboard,0,FATAL,Y,0,1
5176,05-Dec-09,1909,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,0,3 fingers bitten by hooked shark PROVOKED INCIDENT,N,0,1
5177,14-Nov-1909 to 19-Nov-1909,1909,Sea Disaster,INDONESIA,30 nm from Singapore,Rhio Strait,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,0,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a “shoal of sharks circled  passengers in the water and dragged scores of people to their deaths” Of the 61 survivors, many were injured by sharks",Y,0,0
5178,Reported 04-Sep-1909,1909,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,0,Abrasion to leg from netted shark PROVOKED INCIDENT,N,0,1
5179,13-Aug-09,1909,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,0,FATAL,Y,0,1
5180,24-Jul-09,1909,Unprovoked,USA,New York,Rockaway,Fell overboard while fishing for sharks,0,Right leg bitten,N,0,1
5181,15-Jul-09,1909,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,16,Hip & thigh lacerated,N,0,1
5182,Reported 26-Jun-1909,1909,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,0,FATAL,Y,1,0
