,eventid,iyear,imonth,iday,country,country_txt,city,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,gname,motive,individual,nperps,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,nkil
174291,201704270029,2017,4,27,217,United States,Fairfield,"04/27/2017: An assailant threw a firebomb at an unoccupied vehicle in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement.""",1,1,1,1,1,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Vehicle,217,United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement.""",1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0,0,0,0
174309,201704280023,2017,4,28,217,United States,Lexington,"04/28/2017: An assailant equipped with a machete entered a cafe at Transylvania University in Lexington, Kentucky, United States. The assailant asked customers about their political affiliation and stabbed civilians who identified as Democrats, injuring two people. The assailant also suffered self-inflicted injuries before being arrested by police. Mitchell Adkins, a right-wing extremist, claimed responsibility for the incident and had previously written an online post complaining of discrimination against conservatives on college campuses.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Democratic Party Member,217,United States,Right-wing extremists,"An unaffiliated individual, identified as Mitchell Adkins, claimed responsibility for the incident, asking individuals if they were a Democrat or a Republican, targeting those who answered Democrat.",1,1,9,Melee,23,Knife or Other Sharp Object,A machete and knives were used in the attack.,0.0,0,3,1,0
174313,201704280029,2017,4,28,217,United States,Fairfield,"04/28/2017: An assailant threw a firebomb at the lobby of the Fairfield Police Department in Fairfield, California, United States. There were no reported casualties, but the police station was damaged in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement.""",1,1,1,1,1,1,0,7,Facility/Infrastructure Attack,3,Police,Headquarters,217,United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement.""",1,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0,0,0,0
174990,201705190057,2017,5,19,217,United States,Tampa,"05/19/2017: An assailant, identified as Devon Arthurs, shot and killed Jeremy Himmelman and Andrew Oneschuk at their shared apartment in Tampa, Florida, United States. This was one of two attacks by Arthurs on the same day. Arthurs claimed responsibility for the incident and stated that he had targeted Himmelman and Oneschuk, who were two of his roommates as well as alleged neo-Nazis and fellow members of the Atomwaffen Division, because they had ""disrespected"" his conversion to Islam in the year prior to the attack. He also made statements that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0,1,1,0,2,Armed Assault,14,Private Citizens & Property,"Civilians: Jeremy Himmelman, Andrew Oneschuk",217,United States,Muslim extremists,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he targeted his roommates because they had ""disrespected"" his conversion to Islam. He also stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",1,1,5,Firearms,4,Rifle/Shotgun (non-automatic),A rifle was used in the attack.,2.0,0,0,0,2
174991,201705190058,2017,5,19,217,United States,Tampa,"05/19/2017: An assailant, identified as Devon Arthurs, held three people hostage at Green Planet Smoke Shop in Tampa, Florida, United States. Police arrived at the shop several minutes later, after which one hostage escaped and Arthurs released the remaining two hostages unharmed. This was one of two attacks by Arthurs on the same day. Arthurs, who had previously identified as a member of the neo-Nazi Atomwaffen Division, claimed responsibility for the incident and made statements during the attack that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0,1,1,0,5,Hostage Taking (Barricade Incident),1,Business,Shop,217,United States,Muslim extremists,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",1,1,5,Firearms,3,Handgun,A black semiautomatic pistol was used in the attack.,0.0,0,0,0,0
175033,201705200043,2017,5,20,217,United States,College Park,"05/20/2017: An assailant stabbed Richard Collins III on the University of Maryland campus in College Park, Maryland, United States. Collins, an African American student from Bowie State University, was killed in the attack. No group claimed responsibility for the incident; however, authorities arrested Sean Urbanski, an unaffiliated individual, in connection with the attack. Sources also noted that Urbanski was a member of a Facebook group called ""Alt-Reich Nation.""",1,1,1,1,0,1,0,2,Armed Assault,14,Private Citizens & Property,African American Student: Richard Collins III,217,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailant, Sean Urbanski, was a member of a Facebook group called ""Alt-Reich Nation.""",1,1,9,Melee,23,Knife or Other Sharp Object,,1.0,0,0,0,1
175251,201705260026,2017,5,26,217,United States,Portland,"05/26/2017: An assailant armed with a knife shouted racial and religious slurs at two passengers on a MAX light rail train in Portland, Oregon, United States. The assailant then stabbed three passengers who attempted to intervene. Rick John Best and Taliesin Myrddin Namkai-Meche were killed and Micah David-Cole Fletcher was injured in the attack. Jeremy Joseph Christian, an anti-Muslim extremist, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Muslim Civilian,217,United States,Anti-Muslim extremists,"An unaffiliated individual, identified as Jeremy Joseph Christian, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1,1,9,Melee,23,Knife or Other Sharp Object,A knife was used in the attack.,2.0,0,1,0,2
175258,201705260036,2017,5,26,217,United States,New York City,"05/26/2017: Two assailants shouted homophobic slurs and assaulted a woman with an umbrella outside a store in Brooklyn, New York, United States. The woman suffered numerous cuts to her face during the incident. Police later arrested Alex Santiago in connection with the attack, but have not identified the second assailant.",1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Civilian,217,United States,Anti-LGBT extremists,"The specific motive is unknown; however, sources noted that the assailants yelled homophobic slurs during the attack.",1,2,9,Melee,23,Knife or Other Sharp Object,A sharp-edged point of an umbrella was used in the attack.,0.0,0,1,0,0
175376,201705290065,2017,5,29,217,United States,Lexington,"05/29/2017: An assailant fired at the Lexington Herald-Leader newspaper office in Lexington, Kentucky, United States. There were no reported injuries, but windows were damaged in the gunfire. No group claimed responsibility for the incident.",0,1,1,1,0,1,0,2,Armed Assault,10,Journalists & Media,Office Building,217,United States,Unknown,,0,-99,5,Firearms,5,Unknown Gun Type,A firearm loaded with small-caliber ammunition was used in the attack.,0.0,0,0,0,0
175413,201705300053,2017,5,30,217,United States,New York City,"05/30/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. The civilian, Sailum Camarra, was injured, and the mosque was damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,,0,-99,5,Firearms,6,Other Gun Type,A pellet gun was used in the attack.,0.0,0,1,0,0
175701,201706080047,2017,6,8,217,United States,New York City,"06/08/2017: An assailant fired a pellet gun at the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,,0,-99,5,Firearms,6,Other Gun Type,A pellet gun was used in the attack.,0.0,0,0,0,0
175737,201706090049,2017,6,9,217,United States,New York City,"06/09/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties, but the mosque's windows were damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Mosque,217,United States,Anti-Muslim extremists,,0,-99,5,Firearms,6,Other Gun Type,A pellet gun was used in the attack.,0.0,0,0,0,0
175914,201706140029,2017,6,14,217,United States,Alexandria,"06/14/2017: An assailant opened fire on a Congressional Republican baseball practice at Eugene Simpson Stadium Park in Alexandria, Virginia, United States. At least six people, including House Majority Whip Steve Scalise and Representative Roger Williams, were injured before the assailant was shot and killed by Capitol Police officers. Sources identified the assailant as James T. Hodgkinson, who had previously criticized the policies of the Republican Party and President Donald Trump.",1,1,1,0,0,0,0,1,Assassination,2,Government (General),Congressional Republican Baseball Practice,217,United States,Anti-Republican extremists,"The specific motive is unknown; however, sources noted that James T. Hodgkinson was critical of President Donald Trump and Republicans. Sources also noted that he had written letters to a local newspaper ""blaming Republicans for what he considered an agenda favoring the wealthy.""",1,1,5,Firearms,2,Automatic or Semi-Automatic Rifle,A 7.62-mm SKS semiautomatic rifle and a 9-mm handgun were used in the attack.,1.0,1,6,0,1
176194,201706210022,2017,6,21,217,United States,Flint,"06/21/2017: An assailant armed with a knife stabbed Lieutenant Jeff Neville at Bishop International Airport in Flint, Michigan, United States. Neville, a police officer, was injured in the attack. Amor Ftouhi claimed responsibility for the incident and made statements about deaths caused by the United States government in Syria, Iraq, and Afghanistan during the attack.",1,1,1,0,0,1,0,2,Armed Assault,3,Police,Officer: Lieutenant Jeff Neville,217,United States,Anti-Government extremists,"An unaffiliated individual, identified as Amor Ftouhi, claimed responsibility for the incident and made statements about deaths in Syria, Iraq, and Afghanistan while carrying out the attack. Sources also noted that Ftouhi opposed the United States.",1,1,9,Melee,23,Knife or Other Sharp Object,A 12-inch knife was used in the attack.,0.0,0,1,0,0
